Order_ID,Order_Date,Store_Name,City,State,Category,Sub_Category,Product_Name,Quantity_Sold,Unit_Price,Sales,Cost,Profit,Customer_Type,Payment_Mode
ORD000871,17-08-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Tea & Coffee,Tata Tea Gold 1kg,4,502.6,2010.4,1652.9,357.5,Regular,UPI
ORD000872,23-01-2024,D-Mart Pune Kothrud,Pune,Maharashtra,Fashion,Men's Wear,Men's Cotton Casual Shirt,2,869.55,1739.1,1086.23,652.87,New,UPI
ORD000873,17-12-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Atta & Flour,Patanjali Multigrain Atta 5kg,1,281.6,281.6,250.19,31.41,Regular,UPI
ORD000874,01-11-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Personal Care,Skin Care,Ponds Cold Cream 200g,6,214.47,1286.82,1024.13,262.69,Regular,UPI
ORD000875,27-07-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Rice & Pulses,Moong Dal 1kg,6,120.77,724.62,612.81,111.81,New,UPI
ORD000876,05-11-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Spices,MDH Garam Masala 100g,8,77.79,622.32,491.44,130.88,Regular,Card
ORD000877,08-11-2024,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Tea & Coffee,Nescafe Classic Coffee 200g,11,305.05,3355.55,2771.79,583.76,Regular,UPI
ORD000878,11-10-2024,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Tea & Coffee,Tata Tea Gold 1kg,11,511.38,5625.18,4561.41,1063.77,Regular,Cash
ORD000879,11-04-2025,D-Mart Pune Hadapsar,Pune,Maharashtra,Personal Care,Oral Care,Oral-B Toothbrush Pack of 2,1,118.34,118.34,93.51,24.83,New,Card
ORD000880,17-03-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Electronics,Personal Electronics,Boat Smartwatch,2,2419.82,4839.64,3522.45,1317.19,Regular,UPI
ORD000881,13-11-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Personal Care,Oral Care,Colgate Strong Teeth 200g,1,104.94,104.94,88.89,16.05,Regular,UPI
ORD000882,04-04-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Spices,Everest Turmeric Powder 200g,1,64.91,64.91,53.05,11.86,Regular,Card
ORD000883,23-11-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Edible Oil,Saffola Gold Oil 1L,3,152.45,457.35,427.69,29.66,Regular,Card
ORD000884,09-12-2024,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Edible Oil,Fortune Sunflower Oil 1L,2,152.71,305.42,273.65,31.77,New,UPI
ORD000885,05-07-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Personal Care,Oral Care,Oral-B Toothbrush Pack of 2,2,93.19,186.38,151.21,35.17,Regular,Cash
ORD000886,01-11-2024,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Electronics,Personal Electronics,Boat Smartwatch,3,1870.5,5611.5,4197.88,1413.62,Regular,UPI
ORD000887,08-11-2024,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Grocery,Atta & Flour,Fortune Chakki Atta 10kg,4,455.88,1823.52,1638.53,184.99,New,UPI
ORD000888,02-05-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Grocery,Beverages,Coca-Cola 1.25L,6,81.1,486.6,409.9,76.7,Regular,Card
ORD000889,02-06-2024,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Atta & Flour,Fortune Chakki Atta 10kg,7,423.93,2967.51,2614.86,352.65,Regular,Cash
ORD000890,23-06-2025,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Grocery,Tea & Coffee,Nescafe Classic Coffee 200g,3,280.01,840.03,688.63,151.4,Regular,Card
ORD000891,18-10-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,5,91.01,455.05,348.64,106.41,Regular,UPI
ORD000892,30-11-2025,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Household,Storage & Organizers,Wardrobe Organizer Set,7,584.93,4094.51,2950.23,1144.28,Regular,UPI
ORD000893,17-08-2024,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Household,Cleaning Supplies,Surf Excel Detergent 1kg,1,146.49,146.49,122.48,24.01,Regular,Cash
ORD000894,01-04-2024,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Beverages,Frooti 1L,3,62.02,186.06,156.57,29.49,Regular,UPI
ORD000895,25-08-2025,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Household,Kitchenware,Stainless Steel Tiffin Box,3,318.27,954.81,690.08,264.73,Regular,Cash
ORD000896,03-11-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Electronics,Mobile Accessories,Bluetooth Earphones,1,1383.4,1383.4,976.44,406.96,Regular,Card
ORD000897,17-09-2024,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Personal Care,Bath & Body,Lux Body Wash 250ml,4,215.05,860.2,704.36,155.84,Regular,Card
ORD000898,10-07-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Fashion,Footwear,Men's Sports Shoes,3,1619.26,4857.78,3485.88,1371.9,Regular,Cash
ORD000899,24-06-2024,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Beverages,Coca-Cola 1.25L,4,78.79,315.16,272.93,42.23,Regular,UPI
ORD000900,21-01-2025,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Atta & Flour,Aashirvaad Atta 5kg,1,247.7,247.7,224.74,22.96,Regular,UPI
ORD000901,09-12-2024,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Personal Care,Oral Care,Oral-B Toothbrush Pack of 2,1,103.63,103.63,81.44,22.19,Regular,Cash
ORD000902,30-08-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Household,Home Decor,LED String Lights,5,281.61,1408.05,976.36,431.69,Regular,UPI
ORD000903,13-02-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Electronics,Home Appliances,Crompton Table Fan,2,1186.03,2372.06,1838.98,533.08,Regular,UPI
ORD000904,18-12-2024,D-Mart Delhi Rohini,Delhi,Delhi,Household,Home Decor,Wall Clock,3,533.03,1599.09,1114.9,484.19,Regular,Cash
ORD000905,03-12-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Tea & Coffee,Tata Tea Gold 1kg,1,477.33,477.33,413.12,64.21,Regular,Card
ORD000906,24-05-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Tea & Coffee,Tata Tea Gold 1kg,1,511.26,511.26,416.67,94.59,New,UPI
ORD000907,28-12-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Fashion,Women's Wear,Women's Saree,1,1799.73,1799.73,1169.46,630.27,New,UPI
ORD000908,12-04-2024,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Grocery,Rice & Pulses,Toor Dal 1kg,7,141.88,993.16,862.19,130.97,New,UPI
ORD000909,24-08-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Grocery,Rice & Pulses,Moong Dal 1kg,6,125.77,754.62,634.03,120.59,Regular,UPI
ORD000910,02-10-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Snacks & Namkeen,Lays Classic 90g,8,20.84,166.72,134.7,32.02,Regular,UPI
ORD000911,05-09-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Electronics,Personal Electronics,Boat Smartwatch,2,2178.79,4357.58,3074.06,1283.52,New,UPI
ORD000912,01-11-2025,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Personal Care,Bath & Body,Lux Body Wash 250ml,4,186.61,746.44,594.1,152.34,Regular,UPI
ORD000913,10-11-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Rice & Pulses,Moong Dal 1kg,7,125.64,879.48,749.78,129.7,Regular,Cash
ORD000914,21-12-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Fashion,Men's Wear,Men's Denim Jeans,3,1360.26,4080.78,2783.79,1296.99,New,Cash
ORD000915,19-12-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Spices,MDH Garam Masala 100g,7,77.41,541.87,438.54,103.33,New,Cash
ORD000916,30-11-2025,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Snacks & Namkeen,Lays Classic 90g,12,20.66,247.92,202.48,45.44,New,Cash
ORD000917,09-03-2024,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Electronics,Home Appliances,Crompton Table Fan,1,1194.39,1194.39,947.06,247.33,New,UPI
ORD000918,09-05-2024,D-Mart Delhi Dwarka,Delhi,Delhi,Grocery,Snacks & Namkeen,Lays Classic 90g,1,21.41,21.41,17.89,3.52,New,UPI
ORD000919,05-10-2024,D-Mart Pune Kothrud,Pune,Maharashtra,Household,Kitchenware,Tupperware Storage Set,8,883.15,7065.2,5646.96,1418.24,Regular,Card
ORD000920,21-02-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Spices,Everest Turmeric Powder 200g,1,68.47,68.47,54.33,14.14,Regular,UPI
ORD000921,30-03-2024,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,6,104.69,628.14,503.63,124.51,Regular,Cash
ORD000922,21-10-2025,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,4,90.78,363.12,278.28,84.84,Regular,UPI
ORD000923,19-04-2025,D-Mart Delhi Rohini,Delhi,Delhi,Personal Care,Oral Care,Oral-B Toothbrush Pack of 2,4,123.82,495.28,406.22,89.06,Regular,UPI
ORD000924,10-02-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Tea & Coffee,Tata Tea Gold 1kg,5,517.74,2588.7,2222.52,366.18,Regular,Card
ORD000925,04-06-2024,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Grocery,Tea & Coffee,Tata Tea Gold 1kg,1,478.51,478.51,416.44,62.07,Regular,UPI
ORD000926,25-08-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Electronics,Home Appliances,Bajaj Room Heater,1,1558.42,1558.42,1270.93,287.49,Regular,Card
ORD000927,30-05-2024,D-Mart Lucknow Alambagh,Lucknow,Uttar Pradesh,Grocery,Rice & Pulses,Toor Dal 1kg,3,140.11,420.33,362.79,57.54,Regular,Cash
ORD000928,23-10-2025,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Grocery,Beverages,Coca-Cola 1.25L,4,75.3,301.2,261.06,40.14,Regular,UPI
ORD000929,20-03-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,1,107.22,107.22,84.67,22.55,New,Card
ORD000930,10-08-2025,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Personal Care,Bath & Body,Lux Body Wash 250ml,4,204.09,816.36,662.62,153.74,Regular,Card
ORD000931,02-10-2024,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Grocery,Spices,MDH Garam Masala 100g,5,78.28,391.4,307.85,83.55,New,Cash
ORD000932,30-10-2024,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Electronics,Kitchen Appliances,Philips Electric Kettle 1.5L,3,1144.29,3432.87,2594.82,838.05,Regular,UPI
ORD000933,12-11-2024,D-Mart Delhi Dwarka,Delhi,Delhi,Household,Kitchenware,Tupperware Storage Set,1,843.05,843.05,646.3,196.75,Regular,Card
ORD000934,31-08-2025,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Rice & Pulses,Toor Dal 1kg,8,161.59,1292.72,1135.1,157.62,New,Card
ORD000935,12-09-2025,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Grocery,Edible Oil,Fortune Sunflower Oil 1L,2,150.8,301.6,280.64,20.96,New,UPI
ORD000936,14-07-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Personal Care,Skin Care,Ponds Cold Cream 200g,5,192.9,964.5,761.19,203.31,New,UPI
ORD000937,25-11-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Atta & Flour,Aashirvaad Atta 5kg,9,242.21,2179.89,1930.23,249.66,New,UPI
ORD000938,22-04-2024,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Personal Care,Skin Care,Ponds Cold Cream 200g,5,211.05,1055.25,789.32,265.93,Regular,UPI
ORD000939,09-11-2025,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Rice & Pulses,Moong Dal 1kg,12,140.12,1681.44,1434.9,246.54,Regular,UPI
ORD000940,02-04-2024,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Personal Care,Bath & Body,Dettol Soap Pack of 4,1,183.95,183.95,149.7,34.25,Regular,Cash
ORD000941,04-09-2024,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Rice & Pulses,Moong Dal 1kg,6,131.79,790.74,679.81,110.93,Regular,UPI
ORD000942,21-10-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Tea & Coffee,Nescafe Classic Coffee 200g,9,304.3,2738.7,2249.68,489.02,Regular,UPI
ORD000943,18-06-2024,D-Mart Delhi Dwarka,Delhi,Delhi,Grocery,Beverages,Frooti 1L,6,65.18,391.08,344.53,46.55,New,Cash
ORD000944,15-11-2024,D-Mart Delhi Dwarka,Delhi,Delhi,Grocery,Beverages,Coca-Cola 1.25L,9,74.8,673.2,576.82,96.38,New,Card
ORD000945,28-11-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Atta & Flour,Aashirvaad Atta 5kg,5,240.44,1202.2,1067.82,134.38,New,Cash
ORD000946,18-08-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Personal Care,Oral Care,Colgate Strong Teeth 200g,1,105.13,105.13,93.32,11.81,Regular,UPI
ORD000947,18-07-2025,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Grocery,Rice & Pulses,Moong Dal 1kg,3,145.02,435.06,360.29,74.77,Regular,Card
ORD000948,23-10-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,6,506.77,3040.62,2647.49,393.13,Regular,Cash
ORD000949,01-11-2025,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Atta & Flour,Aashirvaad Atta 5kg,4,235.51,942.04,821.13,120.91,New,Card
ORD000950,18-10-2024,D-Mart Lucknow Alambagh,Lucknow,Uttar Pradesh,Electronics,Kitchen Appliances,Prestige Mixer Grinder 750W,2,2563.9,5127.8,4231.19,896.61,Regular,Card
ORD000951,30-01-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Edible Oil,Fortune Sunflower Oil 1L,3,163.63,490.89,439.14,51.75,Regular,UPI
ORD000952,21-08-2024,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Personal Care,Bath & Body,Dettol Soap Pack of 4,5,183.77,918.85,794.54,124.31,Regular,UPI
ORD000953,18-08-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Household,Storage & Organizers,Wardrobe Organizer Set,2,635.57,1271.14,959.81,311.33,Regular,UPI
ORD000954,31-05-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Personal Care,Bath & Body,Lux Body Wash 250ml,3,212.79,638.37,534.18,104.19,Regular,Card
ORD000955,25-11-2025,D-Mart Delhi Rohini,Delhi,Delhi,Electronics,Mobile Accessories,USB-C Fast Charger 25W,1,727.04,727.04,514.64,212.4,Regular,UPI
ORD000956,05-11-2025,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Household,Home Decor,LED String Lights,1,218.07,218.07,157.95,60.12,New,Cash
ORD000957,17-09-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Personal Care,Skin Care,Ponds Cold Cream 200g,3,219.34,658.02,529.88,128.14,Regular,Card
ORD000958,17-01-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Tea & Coffee,Tata Tea Gold 1kg,1,492.68,492.68,403.41,89.27,New,UPI
ORD000959,25-12-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Grocery,Rice & Pulses,Toor Dal 1kg,8,143.54,1148.32,1001.7,146.62,New,UPI
ORD000960,29-01-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Household,Cleaning Supplies,Surf Excel Detergent 1kg,3,174.76,524.28,439.42,84.86,Regular,Cash
ORD000961,05-02-2025,D-Mart Delhi Dwarka,Delhi,Delhi,Grocery,Spices,Everest Turmeric Powder 200g,3,66.39,199.17,150.41,48.76,Regular,Card
ORD000962,23-11-2024,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Household,Storage & Organizers,Wardrobe Organizer Set,5,688.87,3444.35,2604.64,839.71,Regular,Card
ORD000963,03-05-2024,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Electronics,Home Appliances,Crompton Table Fan,1,1158.3,1158.3,933.1,225.2,Regular,Card
ORD000964,27-04-2024,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Spices,Everest Turmeric Powder 200g,2,60.66,121.32,97.05,24.27,Regular,Card
ORD000965,29-11-2025,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Beverages,Frooti 1L,1,65.18,65.18,54.23,10.95,New,UPI
ORD000966,19-12-2024,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Household,Cleaning Supplies,Vim Dishwash Bar Pack of 3,4,72.77,291.08,237.69,53.39,Regular,UPI
ORD000967,30-11-2025,D-Mart Pune Wakad,Pune,Maharashtra,Grocery,Edible Oil,Saffola Gold Oil 1L,8,165.64,1325.12,1209.09,116.03,Regular,Card
ORD000968,02-06-2024,D-Mart Pune Hadapsar,Pune,Maharashtra,Electronics,Mobile Accessories,Bluetooth Earphones,1,915.59,915.59,651.88,263.71,New,UPI
ORD000969,22-02-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Personal Care,Oral Care,Colgate Strong Teeth 200g,4,111.84,447.36,355.71,91.65,Regular,UPI
ORD000970,15-07-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Fashion,Footwear,Men's Sports Shoes,2,1745.59,3491.18,2351.71,1139.47,Regular,Card
ORD000971,25-08-2024,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Grocery,Beverages,Frooti 1L,1,66.8,66.8,56.4,10.4,Regular,Card
ORD000972,30-01-2024,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Household,Storage & Organizers,Wardrobe Organizer Set,2,566.51,1133.02,819.45,313.57,Regular,UPI
ORD000973,20-04-2024,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Grocery,Beverages,Frooti 1L,5,66.62,333.1,284.74,48.36,New,Card
ORD000974,16-11-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Household,Storage & Organizers,Wardrobe Organizer Set,2,677.37,1354.74,953.04,401.7,Regular,Card
ORD000975,12-10-2024,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Electronics,Personal Electronics,Boat Smartwatch,3,2012.14,6036.42,4504.2,1532.22,Regular,UPI
ORD000976,10-04-2025,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Snacks & Namkeen,Lays Classic 90g,8,21.2,169.6,132.67,36.93,Regular,Card
ORD000977,07-12-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Electronics,Home Appliances,Crompton Table Fan,2,1497.15,2994.3,2346.32,647.98,New,UPI
ORD000978,10-11-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Grocery,Snacks & Namkeen,Lays Classic 90g,10,20.86,208.6,175.36,33.24,Regular,Card
ORD000979,31-01-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Spices,Everest Turmeric Powder 200g,5,60.65,303.25,246.7,56.55,Regular,UPI
ORD000980,25-06-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Household,Home Decor,Wall Clock,5,497.07,2485.35,1701.3,784.05,Regular,UPI
ORD000981,24-12-2025,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,7,480.93,3366.51,2832.22,534.29,Regular,Card
ORD000982,11-10-2025,D-Mart Pune Wakad,Pune,Maharashtra,Grocery,Snacks & Namkeen,Lays Classic 90g,3,21.71,65.13,53.79,11.34,Regular,Cash
ORD000983,16-08-2025,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Electronics,Home Appliances,Havells Ceiling Fan 1200mm,1,2067.21,2067.21,1704.42,362.79,New,Card
ORD000984,10-12-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Grocery,Atta & Flour,Aashirvaad Atta 5kg,5,255.74,1278.7,1095.52,183.18,New,UPI
ORD000985,23-05-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Personal Care,Oral Care,Colgate Strong Teeth 200g,4,111.69,446.76,359.59,87.17,Regular,Card
ORD000986,18-11-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Personal Care,Bath & Body,Lux Body Wash 250ml,6,187.63,1125.78,922.46,203.32,Regular,Card
ORD000987,19-10-2024,D-Mart Pune Kothrud,Pune,Maharashtra,Personal Care,Hair Care,Parachute Hair Oil 500ml,6,213.84,1283.04,1034.95,248.09,Regular,Cash
ORD000988,18-02-2024,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Fashion,Footwear,Men's Sports Shoes,3,1286.36,3859.08,2850.56,1008.52,Regular,UPI
ORD000989,19-10-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Rice & Pulses,Toor Dal 1kg,3,158.94,476.82,407.12,69.7,Regular,Card
ORD000990,02-10-2025,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Personal Care,Bath & Body,Lux Body Wash 250ml,4,183.31,733.24,593,140.24,New,UPI
ORD000991,25-04-2025,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Atta & Flour,Aashirvaad Atta 5kg,4,227.12,908.48,801.1,107.38,Regular,UPI
ORD000992,23-08-2025,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Personal Care,Bath & Body,Lux Body Wash 250ml,2,200.73,401.46,306.07,95.39,New,UPI
ORD000993,01-10-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Atta & Flour,Fortune Chakki Atta 10kg,1,432.02,432.02,384.89,47.13,Regular,UPI
ORD000994,20-07-2024,D-Mart Lucknow Alambagh,Lucknow,Uttar Pradesh,Electronics,Mobile Accessories,Tempered Glass Screen Guard,1,266.69,266.69,183.7,82.99,Regular,UPI
ORD000995,19-11-2025,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,10,103.34,1033.4,813.64,219.76,Regular,Cash
ORD000996,24-11-2024,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Edible Oil,Fortune Sunflower Oil 1L,11,141.49,1556.39,1411.73,144.66,New,Card
ORD000997,10-05-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Beverages,Frooti 1L,1,74.86,74.86,64.77,10.09,Regular,UPI
ORD000998,03-01-2024,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Personal Care,Skin Care,Nivea Body Lotion 400ml,3,377.33,1131.99,909.54,222.45,New,UPI
ORD000999,27-12-2025,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Rice & Pulses,Moong Dal 1kg,9,147.43,1326.87,1094.49,232.38,Regular,UPI
ORD001000,20-09-2024,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Grocery,Tea & Coffee,Tata Tea Gold 1kg,1,502.81,502.81,443.09,59.72,New,UPI
ORD001001,01-03-2024,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Electronics,Kitchen Appliances,Prestige Mixer Grinder 750W,1,2674.32,2674.32,2156.66,517.66,Regular,UPI
ORD001002,02-12-2024,D-Mart Lucknow Alambagh,Lucknow,Uttar Pradesh,Electronics,Home Appliances,Havells Ceiling Fan 1200mm,2,2332.44,4664.88,3882.14,782.74,Regular,Cash
ORD001003,30-04-2024,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,1,104.04,104.04,83.1,20.94,Regular,Card
ORD001004,23-05-2024,D-Mart Pune Kothrud,Pune,Maharashtra,Electronics,Kitchen Appliances,Prestige Mixer Grinder 750W,1,2352.66,2352.66,1938.9,413.76,New,Card
ORD001005,04-05-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Fashion,Footwear,Women's Sandals,2,753.57,1507.14,989.45,517.69,New,Card
ORD001006,07-11-2024,D-Mart Pune Wakad,Pune,Maharashtra,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,5,493.47,2467.35,2221.62,245.73,Regular,Card
ORD001007,18-11-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Spices,MDH Garam Masala 100g,4,75.86,303.44,242.95,60.49,New,UPI
ORD001008,11-10-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Grocery,Spices,MDH Garam Masala 100g,5,93.04,465.2,374.44,90.76,Regular,Card
ORD001009,02-08-2025,D-Mart Lucknow Alambagh,Lucknow,Uttar Pradesh,Personal Care,Skin Care,Ponds Cold Cream 200g,4,186.1,744.4,625.37,119.03,Regular,Card
ORD001010,04-12-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Rice & Pulses,Toor Dal 1kg,4,154.87,619.48,522.76,96.72,Regular,UPI
ORD001011,31-05-2025,D-Mart Lucknow Alambagh,Lucknow,Uttar Pradesh,Household,Storage & Organizers,Wardrobe Organizer Set,1,554.97,554.97,414.42,140.55,Regular,Card
ORD001012,02-04-2025,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Household,Cleaning Supplies,Vim Dishwash Bar Pack of 3,1,66.1,66.1,54.47,11.63,Regular,UPI
ORD001013,13-12-2024,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Beverages,Coca-Cola 1.25L,6,74.6,447.6,386.38,61.22,New,UPI
ORD001014,29-11-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Spices,MDH Garam Masala 100g,9,78.98,710.82,544.86,165.96,New,Cash
ORD001015,19-10-2024,D-Mart Delhi Dwarka,Delhi,Delhi,Household,Home Decor,Wall Clock,1,566.82,566.82,402.62,164.2,Regular,UPI
ORD001016,16-06-2024,D-Mart Pune Wakad,Pune,Maharashtra,Personal Care,Skin Care,Ponds Cold Cream 200g,3,199.21,597.63,483.02,114.61,New,Card
ORD001017,17-06-2025,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Household,Home Decor,LED String Lights,5,229.35,1146.75,767.87,378.88,Regular,UPI
ORD001018,21-10-2025,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,6,482.93,2897.58,2512.99,384.59,New,Card
ORD001019,09-02-2024,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Rice & Pulses,Toor Dal 1kg,7,161.46,1130.22,987.85,142.37,New,UPI
